EAE 001—Introduction to Aerospace Science Engineering (1) Active
EAE 010—From the Wright Brothers to Drones & Quadcopters (2) Active
EAE 099—Special Study for Undergraduates (1-5) Active
EAE 126—Theoretical & Computational Aerodynamics (4) Active
EAE 127—Applied Aircraft Aerodynamics (4) Active
EAE 129—Stability & Control of Aerospace Vehicles (4) Active
EAE 130A—Aircraft Performance & Design (4) Review all entries Historical
EAE 130A—Aircraft Performance & Design (4) Review all entries Active
EAE 130B—Aircraft Performance & Design (4) Active
EAE 133—Finite Element Methods in Structures (4) Active
EAE 135—Aerospace Structures (4) Active
EAE 137—Structural Composites (4) Active
EAE 138—Aircraft Propulsion (4) Active
EAE 140—Rocket Propulsion (4) Active
EAE 141—Space Systems Design (4) Active
EAE 142—Orbital Mechanics (4) Active
EAE 143A—Space Vehicle Design (4) Review all entries Historical
EAE 143A—Space Vehicle Design (4) Review all entries Active
EAE 189C—Flight Simulation & Testing in Design of Aircraft & Spacecraft (4) Active
EAE 198—Directed Group Study (1-5) Active
EAE 199—Special Study for Advanced Undergraduates (1-5) Active
AAS 010—African-American Culture & Society (4) Active
AAS 012—Introduction to African Studies (4) Active
AAS 015—Introduction to African American Humanities (4) Active
AAS 016—Verbal & Performance Arts in Africa (4) Active
AAS 017—Women in African Societies (4) Active
AAS 018—Introduction to Caribbean Studies (4) Active
AAS 050—Black Popular Culture (4) Active
AAS 051—History of Afro American Dance (4) Active
AAS 052—African Traditional Religion (4) Active
AAS 053—Black California (4) Active
AAS 080—Introduction to Black Politics (4) Active
AAS 099—Special Study for Undergraduates (1-5) Active
AAS 100—Survey of Ethnicity in the US (4) Active
AAS 101—Introduction to Research in the Afro-American Community (4) Active
AAS 107A—African Descent Communities & Culture in the Caribbean & Latin America (4) Active
AAS 107B—African Descent Communities & Culture in North America (4) Active
AAS 107C—African Descent Communities & Culture in Asia (4) Active
AAS 107D—African Descent Communities & Cultures in Europe (4) Active
AAS 110—West African Social Organization (4) Active
AAS 111—Cultural Politics in Contemporary Africa (4) Active
AAS 123—Black Female Experience in Contemporary Society (4) Active
AAS 130—Education in the African-American Community (4) Active
AAS 133—The Black Family In America (4) Active
AAS 141—Psychology of the African American Experience (4) Active
AAS 145A—Black Social & Political Thought (4) Active
AAS 145B—Black Intellectuals (4) Active
AAS 150A—Afro-American Visual Arts Tradition: A Historical & Cultural Study (4) Active
AAS 150B—Afro-American Visual Arts Tradition: A Historical & Cultural Study (4) Active
AAS 151—Afro-American Vernacular Music & Verbal Arts (4) Active
AAS 152—Major Voices in Black World Literature (4) Active
AAS 153—African Literature (4) Active
AAS 155A—African-American Dance & Culture in the United States, Brazil & the Caribbean (4) Active
AAS 156—Language & Identity in Africa & the African Diaspora (4) Active
AAS 157—Literature & Society in South Africa (4) Active
AAS 160—African-American Folklore (4) Active
AAS 162—Islam in Africa & the Americas (4) Active
AAS 163—African Religions in the Americas (4) Active
AAS 165—Afro-Christianity & the Black Church (4) Active
AAS 168—Black Documentary: History & Practice (4) Active
AAS 169—History of African American Television (4) Active
AAS 170—African-American Film & Video (4) Active
AAS 171—Black African & Black European Film & Video (4) Active
AAS 172—Diaspora & New Black Identities  (4) Active
AAS 175A—Black Documentary: History & Theory (4) Active
AAS 175B—Black Documentary Practicum (4) Active
AAS 176—The Politics of Resources (4) Active
AAS 177—Politics of Life in Africa (4) Active
AAS 178—African Modernity & Globalization (4) Active
AAS 180—Race & Ethnicity in Latin America (4) Active
AAS 181—Hip Hop in Urban America (4) Active
AAS 182—Hip Hop Culture & Globalization (4) Active
AAS 183A—Policing, Prison, & Protest in Local Perspective (4) Active
AAS 183B—Policing, Prison, & Protest in Global Perspective (4) Active
AAS 185—Topics in African American Film (4) Active
AAS 190—Topics in African & African-Diaspora Studies  (4) Active
AAS 192—Internship in African-American & African Studies (1-8) Active
AAS 194HA—Special Study for Honors Students (4) Active
AAS 194HB—Special Study for Honors Students (4) Active
AAS 197T—Tutoring in Afro-American Studies (1-5) Active
AAS 198—Directed Group Study (1-5) Active
AAS 199—Special Study for Advanced Undergraduates (1-5) Active
AAS 201—Critical Foundations in African American Studies (4) Active
AAS 202—Critical Foundations in African Studies (4) Active
AAS 203—Critical Foundations in African Diaspora Studies (4) Active
AAS 204—Methodologies in African American & African Studies (4) Active
AAS 298A—Directed Group Study in African American & African Diaspora Studies (1-5) Active
AAS 298B—Directed Group Study in African Studies (1-5) Active
AAS 299—Directed Research (1-12) Active
AAS 396—Teaching Assistant Training Practicum (1-4) Active
AGC 290—Seminar (1) Active
AGC 298—Group Study (1-5) Active
AGC 299—Research (1-12) Active
ARE 001—Economic Basis of the Agricultural Industry (4) Active
ARE 001S—Economic Basis of the Agricultural Industry (4) Active
ARE 015—Population, Environment & World Agriculture (4) Active
ARE 018—Business Law (4) Active
ARE 098—Directed Group Study (1-5) Active
ARE 099—Special Study for Undergraduates (1-5) Active
ARE 100A—Intermediate Microeconomics: Theory of Production & Consumption (4) Active
ARE 100B—Intermediate Microeconomics: Imperfect Competition, Markets & Welfare Economics (4) Review all entries Historical
ARE 100B—Intermediate Microeconomics: Imperfect Competition, Markets & Welfare Economics (4) Review all entries Active
ARE 106—Econometric Theory & Applications (4) Review all entries Historical
ARE 106—Econometric Theory & Applications (4) Review all entries Active
ARE 107—Econometrics for Business Decisions (4) Active
ARE 112—Fundamentals of Organization Management (4) Active
ARE 113—Fundamentals of Marketing Management (4) Active
ARE 115A—Economic Development (4) Active
ARE 115B—Economic Development (4) Active
ARE 115BY—Economic Development (4) Active
ARE 118—Tax Accounting (4) Review all entries Historical
ARE 118—Tax Accounting (4) Review all entries Active
ARE 119—Intermediate Managerial Accounting (4) Review all entries Historical
ARE 119—Intermediate Managerial Accounting (4) Review all entries Active
ARE 120—Agricultural Policy (4) Active
ARE 120S—Agricultural Policy (4) Active
ARE 121—Economics of Agricultural Sustainability (4) Active
ARE 130—Agricultural Markets (4) Active
ARE 132—Cooperative Business Enterprises (4) Review all entries Historical
ARE 132—Cooperative Business Enterprises (4) Review all entries Active
ARE 133—Introduction to Behavioral Economics (4) Active
ARE 135—Agribusiness Marketing Plan Development (2) Active
ARE 136—Managerial Marketing (4) Active
ARE 138—International Commodity & Resource Markets (4) Active
ARE 139—Futures & Options Markets (4) Active
ARE 140—Farm Management (4) Active
ARE 142—Personal Finance (3) Active
ARE 143—Investments (4) Active
ARE 144—Real Estate Economics (4) Active
ARE 145—Farm & Rural Resources Appraisal (4) Active
ARE 146—Business, Government Regulation, & Society (4) Active
ARE 147—Resource & Environment Policy Analysis (3) Active
ARE 147M—Resource & Environmental Policy Analysis (2) Active
ARE 150—Agricultural Labor (4) Active
ARE 155—Operations Research & Management Science (4) Active
ARE 156—Introduction to Mathematical Economics (4) Active
ARE 157—Analysis for Operations & Production Management (4) Review all entries Historical
ARE 157—Analysis for Operations & Production Management (4) Review all entries Active
ARE 165—Emerging Economies & Globalization (4) Active
ARE 166—Economics of Global Poverty Reduction: What Works & Why (4) Review all entries Historical
ARE 166—Economics of Global Poverty Reduction: What Works & Why (4) Review all entries Active
